,Unnamed: 0,Make,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Width,Body_Type,Kerb_Weight,Gears,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Keyless_Entry,Power,Seats_Material,Type,12v_Power_Outlet,Audiosystem,Basic_Warranty,Clock,Fuel-lid_Opener,Handbrake,Instrument_Console,Third_Row_AC_Vents,Ventilation_System,Airbags,Number_of_Airbags,Parking_Assistance,Seat_Height_Adjustment,Length_new,Average_Mileage
1103,1103,Skoda,998599.0,1598.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1699.0,Sedan,1137.0,5.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,13.705
1104,1104,Skoda,1006139.0,1498.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1699.0,Sedan,1210.0,5.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,Fabric,Manual,2.0,Not on offer,3 years / Unlimited Kms,Digital,Internal,Manual,Analog,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors,Manual Adjustment,3482.5,17.814999999999998
1105,1105,Skoda,881916.0,1598.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1699.0,Sedan,1137.0,5.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,Fabric,Manual,2.0,Not on offer,3 years / Unlimited Kms,Digital,Internal,Manual,Analog,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors,Manual Adjustment,3482.5,13.705
1106,1106,Skoda,1129599.0,1498.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1699.0,Sedan,1210.0,5.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,17.814999999999998
1107,1107,Skoda,1249599.0,1498.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1699.0,Sedan,1228.0,7.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,18.11
1108,1108,Skoda,1243599.0,1598.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1699.0,Sedan,1187.0,7.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,Leather,Automatic,2.0,Not on offer,3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,13.42
1109,1109,Skoda,1399599.0,1498.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1699.0,Sedan,1228.0,5.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,19.86
1110,1110,Skoda,1273599.0,1498.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1699.0,Sedan,1210.0,5.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,19.564999999999998
1111,1111,Skoda,1115599.0,1598.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1699.0,Sedan,1137.0,5.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,13.705
1112,1112,Skoda,999599.0,1598.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1699.0,Sedan,1187.0,5.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,13.42
1113,1113,Skoda,975599.0,1598.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1699.0,Sedan,1137.0,5.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,13.705
1114,1114,Skoda,1099599.0,1598.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1699.0,Sedan,1187.0,7.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,Leather,Automatic,2.0,Not on offer,3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,13.42
1115,1115,Skoda,1158599.0,1498.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1699.0,Sedan,1210.0,5.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,19.564999999999998
1116,1116,Skoda,1273599.0,1498.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1699.0,Sedan,1228.0,5.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,19.86
1117,1117,Fiat,980970.0,1368.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,52.28599156118143,Petrol,1687.0,Hatchback,1391.3889515219842,5.0,Ventilated Disc,Ventilated Disc,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",195/55R16,195/55R16,Hydraulic Power,All Windows,Remote,145PS@5500rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3249.5,16.65
1118,1118,Hyundai,999990.0,1396.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1780.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Remote,90PS@4000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3430.0,21.38
1119,1119,Hyundai,999990.0,1591.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1780.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Remote,123PS@6400rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3430.0,15.29
1120,1120,Hyundai,1232534.0,1591.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1780.0,SUV,1180.0,6.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,123PS@6400rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3430.0,15.29
1121,1121,Hyundai,1394437.0,1591.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1780.0,SUV,1180.0,6.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,123PS@6400rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"With Remote, Internal",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",6.0,Rear sensors,Manual Adjustment,3430.0,15.29
1122,1122,Hyundai,1377363.0,1591.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1780.0,SUV,1180.0,6.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,123PS@6400rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3430.0,15.29
1123,1123,Hyundai,1287041.0,1591.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1780.0,SUV,1180.0,6.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,123PS@6400rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3430.0,15.29
1124,1124,Hyundai,1197919.0,1396.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1780.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Remote,90PS@4000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3430.0,21.38
1125,1125,Hyundai,1366797.0,1582.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1780.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,128ps@4000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3430.0,18.340000000000003
1126,1126,Hyundai,1543564.0,1582.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1780.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,215/60R17,215/60R17,Electric Power,All Windows,Smart Key,128ps@4000rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",6.0,Rear sensors,Manual Adjustment,3430.0,18.340000000000003
1127,1127,Hyundai,1527395.0,1582.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1780.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,128ps@4000rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3430.0,17.01
1128,1128,Hyundai,1421208.0,1582.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1780.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,128ps@4000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3430.0,18.340000000000003
1129,1129,Hyundai,1336033.0,1582.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1780.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,128ps@4000rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3430.0,17.01
1130,1130,Hyundai,1422937.0,1591.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1780.0,SUV,1180.0,6.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,121bhp@6400rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"With Remote, Internal",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",6.0,Rear sensors,Manual Adjustment,3430.0,15.29
1131,1131,Hyundai,1572064.0,1582.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1780.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,215/60R17,215/60R17,Electric Power,All Windows,Smart Key,126bhp@4000RPM,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",6.0,Rear sensors,Manual Adjustment,3430.0,18.340000000000003
1132,1132,Hyundai,1107167.0,1396.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1780.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Remote,90PS@4000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3430.0,21.38
1133,1133,Hyundai,1092192.0,1591.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1780.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Remote,123PS@6400rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3430.0,15.29
1134,1134,Hyundai,1279983.0,1591.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1780.0,SUV,1180.0,6.0,Ventilated Disc,Drum,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,123PS@6400rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3430.0,15.29
1135,1135,Hyundai,1414247.0,1582.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1780.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,128ps@4000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3430.0,19.67
1136,1136,Tata,1345363.0,1956.0,3.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,50.0,Diesel,1894.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,235/70 R16,235/70 R16,Hydraulic Power,All Windows,Remote,140PS@3750rpm,Fabric,Manual,2.0,Not on offer,"2 Years / 75,000 KM (whichever is earlier)",Digital,"With Remote, Internal",Manual,Analog,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3669.5,16.7
1137,1137,Tata,1471368.0,1956.0,3.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,50.0,Diesel,1894.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,235/70 R16,235/70 R16,Hydraulic Power,All Windows,Remote,140PS@3750rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 Years / 75,000 KM (whichever is earlier)",Digital,"With Remote, Internal",Manual,Analog,Not Applicable,Fully automatic climate control,"Front passenger frontal airbag, Driver frontal airbag",2.0,Rear sensors,Manual Adjustment,3669.5,16.7
1138,1138,Tata,1591368.0,1956.0,3.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,50.0,Diesel,1894.0,Hatchback,1080.0,6.0,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,Electric Power,All Windows,Remote,140PS@3750rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 Years / 75,000 KM (whichever is earlier)",Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Electric Adjustment,3669.5,16.7
1139,1139,Tata,1721368.0,1956.0,3.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,50.0,Diesel,1894.0,Hatchback,1391.3889515219842,6.0,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,Electric Power,All Windows,Remote,140PS@3750rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 Years / 75,000 KM (whichever is earlier)",Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Electric Adjustment,3669.5,16.7
1140,1140,Tata,1732231.0,1956.0,3.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,50.0,Diesel,1894.0,Hatchback,1391.3889515219842,6.0,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,Electric Power,All Windows,Remote,140PS@3750rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 Years / 75,000 KM (whichever is earlier)",Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Electric Adjustment,3669.5,16.7
1141,1141,Tata,1730755.0,1956.0,3.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,50.0,Diesel,1894.0,Hatchback,1391.3889515219842,6.0,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,235/65 R17,235/65 R17,Electric Power,All Windows,Remote,140PS@3750rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 Years / 75,000 KM (whichever is earlier)",Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Electric Adjustment,3669.5,16.7
1142,1142,Isuzu,1654783.0,2499.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,52.28599156118143,Diesel,1860.0,Pick-up,1935.0,5.0,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Soft Ride, Leaf Spring",245/70 R16,245/70 R16,Hydraulic Power,All Windows,Smart Key,134PS@3600RPM,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","3 Years/1,00,000 Kms (Whichever comes earlier)",Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Electric Adjustment,4195.0,8.8
1143,1143,Isuzu,1806813.0,2499.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,52.28599156118143,Diesel,1860.0,Pick-up,1945.0,5.0,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Soft Ride, Leaf Spring",245/70 R16,245/70 R16,Hydraulic Power,All Windows,Smart Key,134HP@3600RPM,Leather,Manual,1.9927140255009108,"CD/MP3/DVD, USB, Aux-in","3 Years/1,00,000 Kms (Whichever comes earlier)",Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Electric Adjustment,4195.0,8.8
